Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (min),Avg CTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance (km),Driver Ratings,Customer Rating
2025-07-11,23:03:05,BLR202507-000170,Success,CUST-479167,Bike,Benson Town,Malleshwaram,2,6,0,,0,,0,,221,20.6,3.68,4.25
2025-07-18,03:19:14,BLR202507-000171,Success,CUST-375617,Prime Plus,Ulsoor,Bommanahalli,8,13,0,,0,,0,,533.5,18.94,3.87,4.61
2025-07-31,09:26:56,BLR202507-000172,Cancelled by Driver,CUST-742865,Prime Sedan,KR Puram,Malleshwaram,,,0,,1,More than permitted people in there,0,,,,,
2025-07-14,03:07:26,BLR202507-000173,Success,CUST-320759,Mini,Hoodi,Sarjapur,9,15,0,,0,,0,,292.9,14.05,4.59,4.87
2025-07-12,18:45:06,BLR202507-000174,Success,CUST-482812,Prime SUV,Kundalahalli,Ulsoor,8,18,0,,0,,0,,369.98,8.99,4.15,4.78
2025-07-15,19:48:44,BLR202507-000175,Success,CUST-288627,Bike,JP Nagar,Nagarbhavi,2,8,0,,0,,0,,233.45,18.8,4.89,4.85
2025-07-22,00:38:56,BLR202507-000176,Success,CUST-339669,Prime SUV,HSR Layout,Nagawara,6,16,0,,0,,0,,577.92,18.14,5,4.59
2025-07-09,12:49:57,BLR202507-000177,Cancelled by Driver,CUST-943146,Prime Plus,Peenya,Kadubeesanahalli,,,0,,1,More than permitted people in there,0,,,,,
2025-07-07,15:19:40,BLR202507-000178,Success,CUST-252928,Prime SUV,Manyata Tech Park,Banashankari,6,18,0,,0,,0,,503.72,15.49,5,4.66
2025-07-16,03:59:42,BLR202507-000179,Success,CUST-944804,Auto,Malleshwaram,Brookefield,6,12,0,,0,,0,,43.06,1.29,5,5
2025-07-16,19:48:35,BLR202507-000180,Cancelled by Customer,CUST-241003,Prime SUV,Hennur,Sadashivanagar,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-24,21:37:14,BLR202507-000181,Cancelled by Customer,CUST-431064,Prime SUV,Basavanagudi,Silk Board,,,1,Change of plans,0,,0,,,,,
2025-07-18,03:55:53,BLR202507-000182,Success,CUST-695417,Auto,Kundalahalli,HSR Layout,10,20,0,,0,,0,,115.44,6.46,3.83,4.39
2025-07-23,00:40:43,BLR202507-000183,Success,CUST-271276,Auto,Yelahanka,Benson Town,12,24,0,,0,,0,,208.96,13.14,4.42,4.62
2025-07-16,07:35:06,BLR202507-000184,Cancelled by Customer,CUST-979725,eBike,HSR Layout,Harlur,,,1,Change of plans,0,,0,,,,,
2025-07-09,23:44:11,BLR202507-000185,Cancelled by Driver,CUST-478496,Prime Sedan,Peenya,Peenya,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-12,11:05:15,BLR202507-000186,Cancelled by Driver,CUST-120798,Mini,Jayanagar,Domlur,,,0,,1,Customer related issue,0,,,,,
2025-07-19,10:20:19,BLR202507-000187,Success,CUST-703869,eBike,Kalyan Nagar,Yeshwanthpur,9,15,0,,0,,0,,210.8,19.96,4.98,4.84
2025-07-06,18:08:30,BLR202507-000188,Cancelled by Driver,CUST-918213,Prime Sedan,Domlur,Bellandur,,,0,,1,More than permitted people in there,0,,,,,
2025-07-25,15:19:36,BLR202507-000189,Cancelled by Customer,CUST-872303,Mini,Marathahalli,CV Raman Nagar,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-10,23:54:26,BLR202507-000190,Success,CUST-586279,eBike,Banashankari,Rajajinagar,6,16,0,,0,,0,,202.53,21.17,4.25,4.43
2025-07-21,13:12:03,BLR202507-000191,Cancelled by Customer,CUST-946952,Prime Sedan,Brookefield,Hennur,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-19,05:20:56,BLR202507-000192,Cancelled by Driver,CUST-524434,Prime SUV,Electronic City,Marathahalli,,,0,,1,Customer related issue,0,,,,,
2025-07-11,14:46:13,BLR202507-000193,Success,CUST-339303,Prime Sedan,Bellandur,Kalyan Nagar,9,16,0,,0,,0,,384.18,15.19,4.26,4.55
2025-07-10,15:59:05,BLR202507-000194,Cancelled by Driver,CUST-844943,Prime Sedan,Uttarahalli,Kalyan Nagar,,,0,,1,More than permitted people in there,0,,,,,
2025-07-09,10:53:44,BLR202507-000195,Success,CUST-566509,Prime SUV,KR Puram,Manyata Tech Park,7,21,0,,0,,0,,354.2,9,4.83,4.63
2025-07-19,02:22:57,BLR202507-000196,Cancelled by Customer,CUST-646240,Mini,Brookefield,Rajajinagar,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-28,02:14:30,BLR202507-000197,Success,CUST-124223,Prime Plus,Nagawara,Frazer Town,4,10,0,,0,,0,,636,23.04,4.32,4.63
2025-07-22,21:57:06,BLR202507-000198,Incomplete,CUST-363871,eBike,Hoodi,Manyata Tech Park,,,0,,0,,1,Customer Demand,,,,
2025-07-07,18:45:26,BLR202507-000199,Cancelled by Customer,CUST-275018,Mini,HSR Layout,Basavanagudi,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-02,19:40:35,BLR202507-000200,Success,CUST-127645,Prime SUV,Kundalahalli,Sadashivanagar,8,17,0,,0,,0,,784.17,22.96,5,4.99
2025-07-25,02:53:15,BLR202507-000201,Cancelled by Customer,CUST-187295,Auto,Benson Town,Kanakapura Road,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-03,04:30:41,BLR202507-000202,Success,CUST-786641,Mini,Silk Board,RT Nagar,7,12,0,,0,,0,,134.86,5.27,4.18,4.54
2025-07-08,20:57:32,BLR202507-000203,Cancelled by Driver,CUST-873422,Prime Sedan,Harlur,Hennur,,,0,,1,Customer related issue,0,,,,,
2025-07-05,17:27:03,BLR202507-000204,Success,CUST-652329,Prime SUV,Rajajinagar,Koramangala,3,14,0,,0,,0,,547.93,15.29,4.19,4.84
2025-07-02,16:07:46,BLR202507-000205,Success,CUST-795781,Prime Sedan,Bellandur,Bommanahalli,3,15,0,,0,,0,,382.2,15.1,4.92,4.25
2025-07-15,08:01:05,BLR202507-000206,Cancelled by Customer,CUST-666843,Prime Sedan,Peenya,Harlur,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-31,01:50:45,BLR202507-000207,Success,CUST-831510,Bike,Malleshwaram,Kengeri,5,8,0,,0,,0,,121.2,10.62,4.03,4.67
2025-07-20,15:19:28,BLR202507-000208,Success,CUST-578720,eBike,Manyata Tech Park,Hennur,9,18,0,,0,,0,,225.39,23.71,3.94,4.33
2025-07-29,21:00:29,BLR202507-000209,Success,CUST-691380,Mini,Sadashivanagar,Hennur,4,9,0,,0,,0,,68.98,1.61,4.69,4.33
2025-07-21,22:34:04,BLR202507-000210,Incomplete,CUST-659713,Prime Sedan,Domlur,Bommanahalli,,,0,,0,,1,Other Issue,,,,
2025-07-08,21:15:34,BLR202507-000211,Cancelled by Customer,CUST-943797,Auto,Harlur,Silk Board,,,1,Change of plans,0,,0,,,,,
2025-07-14,15:18:26,BLR202507-000212,Success,CUST-372427,Prime Plus,Silk Board,Indiranagar,10,21,0,,0,,0,,488.25,17.13,4.29,4.77
2025-07-01,06:42:40,BLR202507-000213,Cancelled by Customer,CUST-648736,Prime SUV,Sarjapur,JP Nagar,,,1,Change of plans,0,,0,,,,,
2025-07-10,23:46:35,BLR202507-000214,Success,CUST-591989,Bike,Indiranagar,Hoodi,8,18,0,,0,,0,,48.9,3.39,4.83,4.27
2025-07-30,16:48:55,BLR202507-000215,Cancelled by Customer,CUST-615827,Prime SUV,Bommanahalli,Silk Board,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-25,23:27:38,BLR202507-000216,Success,CUST-551344,Prime SUV,BTM Layout,Uttarahalli,6,14,0,,0,,0,,546.84,17.03,4.24,4.27
2025-07-08,04:48:47,BLR202507-000217,Cancelled by Driver,CUST-935471,Auto,Peenya,KR Puram,,,0,,1,Customer related issue,0,,,,,
2025-07-14,13:04:17,BLR202507-000218,Success,CUST-687783,Mini,Kundalahalli,Frazer Town,9,23,0,,0,,0,,94.9,3.05,4.63,4.16
2025-07-06,08:43:39,BLR202507-000219,Success,CUST-849666,eBike,Kalyan Nagar,CV Raman Nagar,3,7,0,,0,,0,,250.3,22.85,4.9,4.42
2025-07-27,21:21:58,BLR202507-000220,Success,CUST-496737,Prime Plus,Benson Town,Marathahalli,14,22,0,,0,,0,,459.5,15.98,5,3.84
2025-07-14,17:21:56,BLR202507-000221,Cancelled by Customer,CUST-755698,Prime Plus,Sadashivanagar,Sarjapur,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-26,01:58:03,BLR202507-000222,Incomplete,CUST-827632,eBike,Ulsoor,BTM Layout,,,0,,0,,1,Other Issue,,,,
2025-07-24,04:56:11,BLR202507-000223,Success,CUST-657783,Prime SUV,Ulsoor,Brookefield,10,15,0,,0,,0,,681.52,21.84,4.89,4.59
2025-07-07,23:55:43,BLR202507-000224,Success,CUST-994940,Auto,Malleshwaram,JP Nagar,3,9,0,,0,,0,,46.56,1.54,4.62,4
2025-07-10,16:52:54,BLR202507-000225,Success,CUST-215717,eBike,Arekere,Kanakapura Road,2,10,0,,0,,0,,160.32,16.48,4.08,4.52
2025-07-15,21:21:48,BLR202507-000226,Success,CUST-385353,eBike,Kanakapura Road,Basavanagudi,3,12,0,,0,,0,,168.6,17.4,4.55,5
2025-07-07,10:37:23,BLR202507-000227,Success,CUST-436219,Auto,Banashankari,Whitefield,11,21,0,,0,,0,,67.69,2.61,5,4.59
2025-07-18,13:32:36,BLR202507-000228,Success,CUST-123205,Prime Plus,HSR Layout,BTM Layout,12,22,0,,0,,0,,167.25,4.29,5,5
2025-07-09,13:18:44,BLR202507-000229,Success,CUST-231113,eBike,Harlur,Nagawara,8,11,0,,0,,0,,111.45,11.05,4.65,3.77
2025-07-01,23:55:45,BLR202507-000230,Success,CUST-344119,Auto,Banashankari,Indiranagar,14,24,0,,0,,0,,286.94,18.71,4.57,4.34
2025-07-16,21:50:17,BLR202507-000231,Incomplete,CUST-327738,Prime Sedan,Brookefield,Silk Board,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-12,14:47:56,BLR202507-000232,Success,CUST-586208,eBike,MG Road,Sarjapur Road,6,16,0,,0,,0,,115.41,11.49,4.59,4.75
2025-07-03,07:59:29,BLR202507-000233,Success,CUST-984522,Prime SUV,Banashankari,Whitefield,9,21,0,,0,,0,,727.44,23.48,4.16,4.85
2025-07-09,20:41:18,BLR202507-000234,Success,CUST-913331,Mini,Electronic City,Yeshwanthpur,6,13,0,,0,,0,,346.54,15.28,5,4.57
2025-07-16,18:20:17,BLR202507-000235,Success,CUST-290425,Prime Plus,Benson Town,CV Raman Nagar,11,25,0,,0,,0,,406.45,12.38,4.08,3.98
2025-07-27,00:01:00,BLR202507-000236,Incomplete,CUST-113228,Auto,Devanahalli,Thanisandra,,,0,,0,,1,Customer Demand,,,,
2025-07-13,20:44:26,BLR202507-000237,Success,CUST-908688,Mini,Frazer Town,Manyata Tech Park,10,24,0,,0,,0,,282.19,12.03,4.38,4.37
2025-07-02,19:20:26,BLR202507-000238,Cancelled by Driver,CUST-308855,Mini,Manyata Tech Park,Devanahalli,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-17,01:56:00,BLR202507-000239,Success,CUST-798359,Prime Plus,Bommanahalli,CV Raman Nagar,3,17,0,,0,,0,,499.25,17.57,4.15,4.62
2025-07-22,12:23:43,BLR202507-000240,Cancelled by Driver,CUST-427270,Prime Sedan,Rajajinagar,Hennur,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-24,00:05:38,BLR202507-000241,Success,CUST-676276,Bike,Jayanagar,Benson Town,9,16,0,,0,,0,,207.2,19.22,4.84,5
2025-07-16,19:40:55,BLR202507-000242,Cancelled by Customer,CUST-769536,Prime Sedan,Hebbal,KR Puram,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-28,04:24:56,BLR202507-000243,Cancelled by Customer,CUST-799080,Prime Plus,Jayanagar,Frazer Town,,,1,Wrong Address,0,,0,,,,,
2025-07-11,15:29:21,BLR202507-000244,Cancelled by Driver,CUST-115799,Prime Plus,Ulsoor,Kengeri,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-13,17:22:32,BLR202507-000245,Success,CUST-927477,Prime Plus,Indiranagar,MG Road,14,28,0,,0,,0,,133.4,2.24,4.54,4.41
2025-07-19,03:23:02,BLR202507-000246,Success,CUST-921533,eBike,Bommanahalli,Hoodi,3,10,0,,0,,0,,123.24,12.36,4.21,4.47
2025-07-20,06:41:10,BLR202507-000247,Success,CUST-262520,Prime Sedan,Devanahalli,Marathahalli,11,18,0,,0,,0,,560.18,23.19,4.95,4.57
2025-07-08,07:05:10,BLR202507-000248,Cancelled by Customer,CUST-265358,Mini,Marathahalli,Mahadevapura,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-11,05:23:46,BLR202507-000249,Success,CUST-896456,eBike,Whitefield,Rajajinagar,3,12,0,,0,,0,,29.01,1.89,3.94,4.78
2025-07-23,15:52:12,BLR202507-000250,Success,CUST-662407,Prime SUV,HSR Layout,JP Nagar,4,11,0,,0,,0,,565.88,17.71,5,4.29
2025-07-16,21:43:07,BLR202507-000251,Incomplete,CUST-343977,Prime Sedan,Peenya,Kalyan Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-26,11:23:18,BLR202507-000252,Incomplete,CUST-560030,eBike,Hebbal,Koramangala,,,0,,0,,1,Other Issue,,,,
2025-07-13,15:47:26,BLR202507-000253,Success,CUST-475565,eBike,JP Nagar,Benson Town,9,12,0,,0,,0,,137.28,13.92,4.99,4.89
2025-07-29,22:01:13,BLR202507-000254,Cancelled by Customer,CUST-141406,Mini,Thanisandra,Harlur,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-10,20:47:39,BLR202507-000255,Success,CUST-669097,eBike,Basavanagudi,Hebbal,7,11,0,,0,,0,,31.57,1.59,4.79,4.62
2025-07-19,19:15:46,BLR202507-000256,Success,CUST-295692,Bike,Domlur,Bellandur,4,13,0,,0,,0,,30.03,1.23,5,4.37
2025-07-24,23:14:51,BLR202507-000257,Success,CUST-591147,Prime Sedan,Uttarahalli,Peenya,11,25,0,,0,,0,,120.4,3.2,4.61,3.87
2025-07-06,03:00:16,BLR202507-000258,Cancelled by Driver,CUST-172222,Bike,Banashankari,Harlur,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-27,09:05:33,BLR202507-000259,Cancelled by Driver,CUST-376141,Bike,KR Puram,Arekere,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-25,23:48:00,BLR202507-000260,Success,CUST-769018,Bike,CV Raman Nagar,Nagawara,4,14,0,,0,,0,,93.9,7.89,4.1,4.33
2025-07-06,11:16:40,BLR202507-000261,Success,CUST-119629,Bike,KR Puram,Devanahalli,9,12,0,,0,,0,,267.85,22.85,4.4,4.29
2025-07-20,20:44:51,BLR202507-000262,Success,CUST-350385,Prime Sedan,Nagawara,Electronic City,14,28,0,,0,,0,,542.63,20.15,4.61,4.62
2025-07-22,15:43:58,BLR202507-000263,Success,CUST-665136,Prime SUV,CV Raman Nagar,Hebbal,10,16,0,,0,,0,,210.28,5.01,4.57,4.77
2025-07-17,11:37:24,BLR202507-000264,Cancelled by Driver,CUST-816412,Mini,Devanahalli,Peenya,,,0,,1,Customer related issue,0,,,,,
2025-07-20,17:59:14,BLR202507-000265,Success,CUST-396882,Prime Sedan,Brookefield,Kalyan Nagar,12,18,0,,0,,0,,302.32,10.22,4.71,5
2025-07-11,18:24:22,BLR202507-000266,Success,CUST-215830,Auto,Sadashivanagar,Horamavu,3,16,0,,0,,0,,420.94,23.27,4.35,4.19
2025-07-03,07:03:45,BLR202507-000267,Success,CUST-145903,Prime SUV,JP Nagar,Malleshwaram,3,15,0,,0,,0,,701.12,22.54,5,4.37
2025-07-28,09:21:00,BLR202507-000268,Cancelled by Driver,CUST-132792,Prime Plus,HSR Layout,Basavanagudi,,,0,,1,Customer related issue,0,,,,,
2025-07-04,21:02:38,BLR202507-000269,Success,CUST-133362,Bike,Kalyan Nagar,CV Raman Nagar,2,13,0,,0,,0,,239.8,22.48,4.45,4.99
2025-07-22,06:37:54,BLR202507-000270,Success,CUST-613707,Bike,Kanakapura Road,Hoodi,4,15,0,,0,,0,,35.7,2.07,4.7,4.53
2025-07-19,16:19:22,BLR202507-000271,Cancelled by Customer,CUST-368371,Auto,KR Puram,RT Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-01,13:55:06,BLR202507-000272,Success,CUST-318877,eBike,Basavanagudi,Marathahalli,3,13,0,,0,,0,,75.54,7.06,4.52,4.38
2025-07-15,02:45:03,BLR202507-000273,Success,CUST-939930,eBike,Whitefield,KR Puram,6,13,0,,0,,0,,235.2,24.8,4.86,4.61
2025-07-18,00:26:31,BLR202507-000274,Success,CUST-879592,Mini,KR Puram,Thanisandra,10,16,0,,0,,0,,292.9,14.05,4.66,4.82
2025-07-02,23:57:11,BLR202507-000275,Success,CUST-963652,Bike,Ulsoor,Sadashivanagar,4,14,0,,0,,0,,83.9,6.89,4.39,4.51
2025-07-02,09:12:10,BLR202507-000276,Cancelled by Driver,CUST-869969,Auto,Silk Board,Electronic City,,,0,,1,Customer related issue,0,,,,,
2025-07-31,14:22:36,BLR202507-000277,Success,CUST-644719,Auto,HSR Layout,Nagawara,11,20,0,,0,,0,,267.48,17.32,5,4.83
2025-07-08,06:15:34,BLR202507-000278,Success,CUST-657487,Mini,Hebbal,Benson Town,7,21,0,,0,,0,,259.06,12.17,4.28,4.82
2025-07-19,11:48:54,BLR202507-000279,Success,CUST-755700,Prime Plus,Peenya,Manyata Tech Park,4,12,0,,0,,0,,481.56,14.35,4.19,4.38
2025-07-18,16:47:41,BLR202507-000280,Success,CUST-535352,eBike,HSR Layout,Devanahalli,4,7,0,,0,,0,,141.96,14.44,4.39,4.29
2025-07-21,10:21:51,BLR202507-000281,Success,CUST-704570,Prime Sedan,Mahadevapura,Arekere,10,17,0,,0,,0,,153.74,4.08,4.48,4.48
2025-07-23,03:41:21,BLR202507-000282,Success,CUST-797557,Mini,HSR Layout,Rajajinagar,14,23,0,,0,,0,,102.28,3.46,4.57,4.74
2025-07-26,02:04:51,BLR202507-000283,Success,CUST-289159,Bike,Kundalahalli,Shivajinagar,4,7,0,,0,,0,,210,19.5,4.41,5
2025-07-11,05:49:13,BLR202507-000284,Cancelled by Driver,CUST-789472,Prime Plus,Yeshwanthpur,Uttarahalli,,,0,,1,More than permitted people in there,0,,,,,
2025-07-30,21:21:59,BLR202507-000285,Cancelled by Driver,CUST-469438,Prime Sedan,Peenya,Bellandur,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-14,18:51:29,BLR202507-000286,Success,CUST-901305,eBike,Kadubeesanahalli,Nagawara,7,13,0,,0,,0,,184.99,16.54,4.25,4.54
2025-07-11,12:14:24,BLR202507-000287,Success,CUST-737967,Prime Plus,Nagarbhavi,Yeshwanthpur,8,15,0,,0,,0,,236.5,7.06,4.77,4.58
2025-07-07,01:49:00,BLR202507-000288,Success,CUST-493282,Prime SUV,Peenya,Manyata Tech Park,11,22,0,,0,,0,,452.2,13.65,4.28,4.91
2025-07-09,14:09:35,BLR202507-000289,Success,CUST-477496,Mini,Harlur,Kundalahalli,4,12,0,,0,,0,,340.78,16.71,4.41,4.2
2025-07-01,14:47:48,BLR202507-000290,Cancelled by Customer,CUST-861594,Auto,BTM Layout,Uttarahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-17,10:53:34,BLR202507-000291,Cancelled by Driver,CUST-241647,Prime Sedan,Indiranagar,Silk Board,,,0,,1,Customer related issue,0,,,,,
2025-07-07,22:44:31,BLR202507-000292,Cancelled by Customer,CUST-997287,Prime Sedan,Koramangala,Devanahalli,,,1,Change of plans,0,,0,,,,,
2025-07-30,07:56:42,BLR202507-000293,Success,CUST-680557,Bike,Peenya,Nagarbhavi,5,13,0,,0,,0,,207.4,19.24,3.76,4.4
2025-07-30,03:34:17,BLR202507-000294,Success,CUST-699378,Prime Plus,HSR Layout,MG Road,14,24,0,,0,,0,,223,6.52,4,5
2025-07-15,10:35:58,BLR202507-000295,Success,CUST-472932,Prime Plus,JP Nagar,Benson Town,14,26,0,,0,,0,,198.55,4.82,5,3.73
2025-07-12,10:51:50,BLR202507-000296,Success,CUST-710434,Prime Plus,RT Nagar,Benson Town,5,14,0,,0,,0,,758.4,22.88,4.44,4.13
2025-07-26,13:17:17,BLR202507-000297,Success,CUST-414889,Auto,Nagarbhavi,Kundalahalli,9,14,0,,0,,0,,243.12,15.58,4.65,4.05
2025-07-19,18:10:55,BLR202507-000298,Cancelled by Customer,CUST-327999,eBike,Electronic City,Nagawara,,,1,Change of plans,0,,0,,,,,
2025-07-26,20:45:44,BLR202507-000299,Success,CUST-605972,Prime Plus,Basavanagudi,Hoodi,14,24,0,,0,,0,,477.68,14.97,4.25,4.95
2025-07-23,23:48:28,BLR202507-000300,Success,CUST-704223,Prime SUV,HSR Layout,Uttarahalli,3,15,0,,0,,0,,410.2,12.15,4.13,5
2025-07-21,17:14:06,BLR202507-000301,Incomplete,CUST-414985,Auto,Nagawara,Nagarbhavi,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-03,07:15:43,BLR202507-000302,Success,CUST-918017,Auto,Devanahalli,Sarjapur Road,13,26,0,,0,,0,,327.96,21.64,4.11,4.58
2025-07-12,12:03:28,BLR202507-000303,Cancelled by Driver,CUST-956835,Mini,Brookefield,Jayanagar,,,0,,1,Customer related issue,0,,,,,
2025-07-24,10:58:19,BLR202507-000304,Cancelled by Customer,CUST-784488,Prime SUV,Uttarahalli,Indiranagar,,,1,Wrong Address,0,,0,,,,,
2025-07-02,14:31:09,BLR202507-000305,Success,CUST-419588,Bike,MG Road,Bellandur,9,17,0,,0,,0,,173.4,15.84,4.71,5
2025-07-18,06:13:51,BLR202507-000306,Cancelled by Customer,CUST-692354,Prime Plus,Bellandur,Shivajinagar,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-05,17:08:01,BLR202507-000307,Success,CUST-152973,eBike,Nagawara,Kundalahalli,5,8,0,,0,,0,,146.16,13.43,4.39,4.57
2025-07-15,15:49:45,BLR202507-000308,Cancelled by Customer,CUST-889410,Bike,Nagarbhavi,Shivajinagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-08,13:54:29,BLR202507-000309,Success,CUST-552917,Prime Sedan,Kundalahalli,Banashankari,9,15,0,,0,,0,,588.12,24.46,4.75,4.26
2025-07-05,19:02:57,BLR202507-000310,Success,CUST-452497,Auto,Bommanahalli,Nagarbhavi,12,23,0,,0,,0,,317.11,17.09,5,5
2025-07-24,07:13:35,BLR202507-000311,Cancelled by Customer,CUST-151706,Bike,Kundalahalli,Benson Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-13,09:15:20,BLR202507-000312,Success,CUST-626199,Mini,Devanahalli,Hoodi,4,16,0,,0,,0,,537.42,23.74,4.71,5
2025-07-05,07:23:50,BLR202507-000313,Cancelled by Customer,CUST-899049,Prime Plus,Bommanahalli,Peenya,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-16,12:49:23,BLR202507-000314,Success,CUST-514521,eBike,Nagarbhavi,Hebbal,9,15,0,,0,,0,,150.06,15.34,4.46,5
2025-07-18,15:40:46,BLR202507-000315,Success,CUST-745919,eBike,Sadashivanagar,Frazer Town,2,6,0,,0,,0,,34.05,2.45,4.24,4.43
2025-07-08,21:59:08,BLR202507-000316,Success,CUST-175124,Prime Sedan,Devanahalli,Kadubeesanahalli,5,19,0,,0,,0,,245.8,8.9,5,4.53
2025-07-11,07:53:00,BLR202507-000317,Success,CUST-817999,Bike,Marathahalli,Jayanagar,8,15,0,,0,,0,,183.1,16.81,5,4.57
2025-07-22,04:28:02,BLR202507-000318,Cancelled by Customer,CUST-533672,Mini,KR Puram,Domlur,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-11,00:11:01,BLR202507-000319,Success,CUST-461260,Bike,Kalyan Nagar,Koramangala,6,16,0,,0,,0,,259,24.4,4.05,4.8
2025-07-25,12:38:20,BLR202507-000320,Cancelled by Customer,CUST-419625,Prime Plus,Domlur,Kanakapura Road,,,1,Wrong Address,0,,0,,,,,
2025-07-20,04:31:49,BLR202507-000321,Success,CUST-252901,Mini,MG Road,RT Nagar,3,14,0,,0,,0,,257.8,12.1,4.66,4.83
2025-07-07,00:15:56,BLR202507-000322,Success,CUST-818651,Prime Sedan,Banashankari,Sarjapur,10,18,0,,0,,0,,403.98,16.09,4.85,4.87
2025-07-24,10:51:03,BLR202507-000323,Cancelled by Customer,CUST-994188,Auto,Jayanagar,Manyata Tech Park,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-08,22:26:58,BLR202507-000324,Cancelled by Driver,CUST-751168,Prime Plus,BTM Layout,Indiranagar,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-23,01:18:23,BLR202507-000325,Cancelled by Customer,CUST-943349,Auto,Silk Board,Harlur,,,1,Wrong Address,0,,0,,,,,
2025-07-01,18:05:28,BLR202507-000326,Success,CUST-447997,Prime Plus,Manyata Tech Park,Yeshwanthpur,6,20,0,,0,,0,,572.28,18.41,3.85,4.4
2025-07-07,04:56:18,BLR202507-000327,Cancelled by Customer,CUST-313701,Bike,Sadashivanagar,Sarjapur,,,1,Change of plans,0,,0,,,,,
2025-07-18,12:34:01,BLR202507-000328,Cancelled by Customer,CUST-606489,Bike,Nagawara,Banashankari,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-13,11:43:49,BLR202507-000329,Cancelled by Customer,CUST-711324,eBike,Sadashivanagar,MG Road,,,1,Change of plans,0,,0,,,,,
2025-07-06,13:26:04,BLR202507-000330,Cancelled by Customer,CUST-163029,Prime Sedan,Hebbal,Hoodi,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-09,23:34:38,BLR202507-000331,Success,CUST-155663,Mini,Kalyan Nagar,Indiranagar,3,10,0,,0,,0,,393.16,19.62,5,4.06
2025-07-03,03:12:41,BLR202507-000332,Success,CUST-507523,eBike,Ulsoor,Horamavu,5,9,0,,0,,0,,60.06,5.34,4.49,5
2025-07-28,09:45:33,BLR202507-000333,Success,CUST-792165,Prime Sedan,HSR Layout,Koramangala,8,20,0,,0,,0,,434.72,14.91,4.61,4.35
2025-07-10,17:01:12,BLR202507-000334,Success,CUST-780956,Mini,RT Nagar,CV Raman Nagar,11,17,0,,0,,0,,471.48,21.59,5,5
2025-07-17,03:29:48,BLR202507-000335,Cancelled by Driver,CUST-844162,Auto,Bellandur,Basavanagudi,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-06,14:30:33,BLR202507-000336,Success,CUST-308535,Bike,Arekere,Peenya,4,12,0,,0,,0,,65.7,5.07,3.66,4.69
2025-07-30,05:30:16,BLR202507-000337,Success,CUST-847078,Auto,MG Road,Frazer Town,3,12,0,,0,,0,,122.58,6.97,5,4.9
2025-07-30,22:54:55,BLR202507-000338,Success,CUST-655132,Prime Sedan,Sarjapur Road,Basavanagudi,8,16,0,,0,,0,,272.2,10.1,3.85,5
2025-07-13,04:19:23,BLR202507-000339,Cancelled by Driver,CUST-880550,Prime Plus,Koramangala,Domlur,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-12,02:44:07,BLR202507-000340,Cancelled by Driver,CUST-755602,Prime Sedan,Frazer Town,Shivajinagar,,,0,,1,The customer was coughing/sick,0,,,,,
